Bug,,,,,,,Fire,,,,,,,Dark,,,,,,,Ghost,,,,,,,Fairy,,,,,,,Figthing,,,,,,,Poison,,,,,,,Ice,,,,,,,Flying,,,,,,,Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move,PowerPWR,EnergyENG,DurationDUR,"P/S
                                
                                    Power per Second (DPS)
                                    How effective a move is at dealing damage","E/S
                                
                                    Energy per Second (EPS)
                                    How effective a fast move is at building up charged move energy","P/E
                                
                                    Power per Energy (DPE)
                                    How efficiently a charged move converts energy into damage","P2/ES
                                
                                    P/S * P/E
                                    How well a charged move both uses charged energy and deals damage","PE/S2
                                
                                    P/S * E/S
                                    How well a fast move accomplishes both building charged energy and dealing damage on its own","Top Users

                                    
                                        AttackerDefender",Normal,Fire,Water,Grass,Electric,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,"Fairy
Normal",,,,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,Water,,,,,,,,,,,,,,,,,,Grass,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,Ice,,,,,,,,,,,,,,,,,,Fighting,,,,,,,,,,,,,,,,,,Poison,,,,,,,,,,,,,,,,,,Ground,,,,,,,,,,,,,,,,,,Flying,,,,,,,,,,,,,,,,,,Psychic,,,,,,,,,,,,,,,,,,Bug,,,,,,,,,,,,,,,,,,Rock,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,Dragon,,,,,,,,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,Fairy
42,Xerneas,Geomancy*,Megahorn,eDPS 16.73,79.30%,,42,Kyurem (White),Ice Fang,Fusion Flare,eDPS 20.66,90.30%,,42,Shadow Tornadus (Incarnate),Bite,Dark Pulse,eDPS 18.48,81.90%,,42,Sinistcha,Astonish,Shadow Ball,eDPS 17.78,83.10%,,42,Florges (Orange Flower),Fairy Wind,Moonblast,eDPS 15.07,82.90%,,42,Latios,Dragon Breath,Aura Sphere,eDPS 18.55,77.30%,,42,Slowbro (Galarian),Poison Jab,Sludge Bomb,eDPS 16.38,80.90%,,42,Shadow Lapras,Frost Breath,Ice Beam*,eDPS 16.68,78.20%,,42,Shadow Charizard,Air Slash,Blast Burn*,eDPS 19.52,84.90%,,42,Shadow Ho-Oh,Hidden Power Grass,Solar Beam,eDPS 17.09,83.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Mega Absol,Snarl,Megahorn,eDPS 16.63,78.80%,,43,Mega Lucario,Force Palm*,Blaze Kick,eDPS 20.64,90.10%,,43,Houndoom,Snarl,Foul Play,eDPS 18.40,81.60%,,43,Sinistcha,Astonish,Shadow Ball,eDPS 17.78,83.10%,,43,Florges (Yellow Flower),Fairy Wind,Moonblast,eDPS 15.07,82.90%,,43,Breloom,Force Palm,Dynamic Punch,eDPS 18.52,77.10%,,43,Grafaiai,Poison Jab,Sludge Bomb,eDPS 16.34,80.70%,,43,Genesect (Chill Drive),Fury Cutter,Techno Blast Chill*,eDPS 16.66,78.10%,,43,Lugia,Extrasensory,Fly,eDPS 18.76,81.60%,,43,Celebi,Magical Leaf*,Leaf Storm,eDPS 17.07,83.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Shadow Galvantula,Fury Cutter,Bug Buzz,eDPS 16.45,78.00%,,44,Salamence,Fire Fang,Fly,eDPS 20.63,90.10%,,44,Honchkrow,Snarl,Dark Pulse,eDPS 18.38,81.50%,,44,Shadow Reuniclus,Hidden Power Ghost,Shadow Ball,eDPS 17.60,82.30%,,44,Florges (Red Flower),Fairy Wind,Moonblast,eDPS 15.07,82.90%,,44,Shadow Sneasler,Rock Smash,Close Combat,eDPS 18.46,76.90%,,44,Salazzle,Poison Jab,Sludge Wave,eDPS 16.07,79.40%,,44,Articuno,Frost Breath,Triple Axel,eDPS 16.60,77.80%,,44,Honchkrow,Peck,Sky Attack,eDPS 18.76,81.60%,,44,Shadow Shiftry,Razor Leaf,Leaf Blade,eDPS 17.02,83.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Shadow Samurott,Fury Cutter,Megahorn,eDPS 16.37,77.60%,,45,Typhlosion,Incinerate,Blast Burn*,eDPS 20.52,89.60%,,45,Shadow Muk (Alolan),Snarl,Dark Pulse,eDPS 18.27,81.00%,,45,Shadow Banette,Shadow Claw,Shadow Ball,eDPS 17.42,81.50%,,45,Latias,Charm,Aura Sphere,eDPS 15.01,82.50%,,45,Hawlucha,Low Kick,Flying Press,eDPS 18.45,76.80%,,45,Shadow Nidoqueen,Poison Jab,Sludge Wave,eDPS 16.05,79.30%,,45,Mega Blastoise,Rollout,Ice Beam,eDPS 16.36,76.70%,,45,Tornadus (Incarnate),Air Slash,Hurricane,eDPS 18.50,80.40%,,45,Decidueye (Hisuian),Magical Leaf,Aura Sphere,eDPS 16.92,83.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Durant,Bug Bite,X-Scissor,eDPS 16.30,77.30%,,46,Infernape,Fire Spin,Blast Burn*,eDPS 20.48,89.50%,,46,Regigigas,Hidden Power Dark,Crush Grip*,eDPS 18.25,80.90%,,46,Shadow Gardevoir,Charge Beam,Shadow Ball,eDPS 17.15,80.20%,,46,Alakazam,Psycho Cut,Dazzling Gleam*,eDPS 14.96,82.30%,,46,Shadow Gallade,Low Kick,Close Combat,eDPS 18.14,75.50%,,46,Shadow Tangrowth,Infestation,Sludge Bomb,eDPS 15.95,78.80%,,46,Frosmoth,Powder Snow,Ice Beam,eDPS 16.31,76.40%,,46,Unfezant,Air Slash,Sky Attack,eDPS 18.37,79.90%,,46,Shadow Tornadus (Incarnate),Air Slash,Grass Knot,eDPS 16.56,81.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Kingambit,Snarl,X-Scissor,eDPS 15.88,75.30%,,47,Skeledirge,Incinerate,Blast Burn*,eDPS 20.38,89.00%,,47,Bisharp,Snarl,Dark Pulse,eDPS 17.88,79.30%,,47,Ceruledge,Ember,Shadow Ball,eDPS 17.14,80.10%,,47,Tapu Fini,Hidden Power Ice,Nature's Madness*,eDPS 14.91,82.00%,,47,Shadow Sawk,Low Kick,Focus Blast,eDPS 18.06,75.20%,,47,Sneasler,Poison Jab,Return*,eDPS 15.82,78.20%,,47,Cryogonal,Frost Breath,Triple Axel,eDPS 16.11,75.50%,,47,Shadow Dragonite,Dragon Tail,Hurricane,eDPS 18.18,79.00%,,47,Shadow Vileplume,Razor Leaf,Solar Beam,eDPS 16.48,80.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Leavanny,Bug Bite,X-Scissor,eDPS 15.77,74.70%,,48,Shadow Mewtwo,Psycho Cut,Flamethrower,eDPS 20.34,88.80%,,48,Necrozma (Dusk Mane),Shadow Claw,Dark Pulse,eDPS 17.74,78.70%,,48,Shadow Golurk,Astonish,Poltergeist,eDPS 16.98,79.40%,,48,Shadow Slaking,Yawn,Play Rough,eDPS 14.83,81.50%,,48,Mega Pinsir,Fury Cutter,Superpower,eDPS 18.02,75.00%,,48,Shadow Beedrill,Poison Jab,Sludge Bomb,eDPS 15.70,77.60%,,48,Beartic,Powder Snow,Ice Punch,eDPS 16.10,75.40%,,48,Vikavolt,Bug Bite,Fly,eDPS 18.05,78.50%,,48,Mega Scizor,Fury Cutter,Trailblaze,eDPS 16.47,80.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Accelgor,Infestation,Bug Buzz,eDPS 15.64,74.10%,,49,Ho-Oh,Incinerate,Sacred Fire*,eDPS 20.20,88.30%,,49,Shadow Reuniclus,Hidden Power Dark,Shadow Ball,eDPS 17.44,77.30%,,49,Raikou,Thunder Shock,Shadow Ball,eDPS 16.82,78.70%,,49,Meowscarada,Charm,Play Rough,eDPS 14.54,79.90%,,49,Shadow Rhyperior,Mud Slap,Superpower,eDPS 17.93,74.70%,,49,Shadow Porygon-Z,Hidden Power Poison,Blizzard,eDPS 15.51,76.60%,,49,Porygon-Z,Lock On,Blizzard,eDPS 16.08,75.40%,,49,Bombirdier,Wing Attack,Fly,eDPS 17.88,77.70%,,49,Leafeon,Razor Leaf,Leaf Blade,eDPS 16.44,80.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Shadow Sceptile,Fury Cutter,Frenzy Plant*,eDPS 15.59,73.90%,,50,Flareon,Fire Spin,Overheat,eDPS 19.98,87.30%,,50,Skeledirge,Bite,Shadow Ball,eDPS 17.37,77.00%,,50,Trevenant,Shadow Claw,Shadow Ball,eDPS 16.77,78.40%,,50,Zamazenta (Crowned Shield),Metal Claw,Moonblast,eDPS 14.49,79.70%,,50,Togekiss,Hidden Power Fighting,Aura Sphere*,eDPS 17.87,74.40%,,50,Qwilfish (Hisuian),Poison Jab,Sludge Bomb,eDPS 15.41,76.20%,,50,Kyogre,Waterfall,Avalanche,eDPS 15.78,74.00%,,50,Flamigo,Wing Attack,Brave Bird,eDPS 17.79,77.40%,,50,Shadow Gallade,Low Kick,Leaf Blade,eDPS 16.43,80.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Heatran,Bug Bite,Magma Storm*,eDPS 15.32,72.60%,,51,Mega Garchomp,Mud Shot,Fire Blast,eDPS 19.90,86.90%,,51,Shadow Crawdaunt,Snarl,Night Slash,eDPS 17.36,77.00%,,51,Mismagius,Sucker Punch,Shadow Ball,eDPS 16.74,78.20%,,51,Tyrantrum,Charm,Outrage,eDPS 14.47,79.60%,,51,Shadow Chesnaught,Low Kick,Superpower,eDPS 17.72,73.80%,,51,Shadow Conkeldurr,Poison Jab,Stone Edge,eDPS 15.26,75.40%,,51,Gardevoir,Charm,Triple Axel,eDPS 15.75,73.80%,,51,Hydreigon,Dragon Breath,Fly,eDPS 17.75,77.20%,,51,Gogoat,Vine Whip,Leaf Blade,eDPS 16.40,80.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Shadow Venomoth,Bug Bite*,Bug Buzz,eDPS 15.29,72.50%,,52,Mega Camerupt,Incinerate,Overheat,eDPS 19.89,86.90%,,52,Shadow Greninja,Feint Attack,Night Slash,eDPS 17.24,76.40%,,52,Shadow Dusknoir,Hex,Shadow Ball*,eDPS 16.66,77.90%,,52,Glimmora,Rock Throw,Dazzling Gleam,eDPS 14.42,79.30%,,52,Passimian,Counter,Superpower,eDPS 17.68,73.60%,,52,Shadow Tentacruel,Poison Jab,Sludge Wave,eDPS 15.13,74.80%,,52,Shadow Feraligatr,Ice Fang,Ice Beam,eDPS 15.53,72.80%,,52,Lunala,Air Slash,Psychic,eDPS 17.69,76.90%,,52,Simisage,Vine Whip,Grass Knot,eDPS 16.39,80.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
